"No.","Time","Source","Destination","Protocol","Length","Info"
"64","5.880164","192.168.234.129","192.168.234.2","DNS","88","Standard query 0xaca3 A static.edge.microsoftapp.net"
"65","5.880376","192.168.234.129","192.168.234.2","DNS","88","Standard query 0x62ab HTTPS static.edge.microsoftapp.net"
"66","5.907622","192.168.234.2","192.168.234.129","DNS","369","Standard query response 0xaca3 A static.edge.microsoftapp.net CNAME edge-cloud-resource-static.azureedge.net CNAME edge-cloud-resource-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0010.t-0009.t-msedge.net CNAME s-part-0010.t-0009.t-msedge.net A 13.107.246.38"
"67","5.907622","192.168.234.2","192.168.234.129","DNS","425","Standard query response 0x62ab HTTPS static.edge.microsoftapp.net CNAME edge-cloud-resource-static.azureedge.net CNAME edge-cloud-resource-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0010.t-0009.t-msedge.net CNAME s-part-0010.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"95","6.096430","192.168.234.129","192.168.234.2","DNS","78","Standard query 0xc294 A edge.microsoft.com"
"96","6.096748","192.168.234.129","192.168.234.2","DNS","78","Standard query 0x6642 HTTPS edge.microsoft.com"
"97","6.122680","192.168.234.2","192.168.234.129","DNS","178","Standard query response 0xc294 A edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net CNAME ax-0002.ax-msedge.net A 150.171.28.11 A 150.171.27.11"
"99","6.125663","192.168.234.2","192.168.234.129","DNS","206","Standard query response 0x6642 HTTPS edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net CNAME ax-0002.ax-msedge.net SOA ns1.ax-msedge.net"
"136","6.408861","192.168.234.129","192.168.234.2","DNS","91","Standard query 0x9859 A fe3cr.delivery.mp.microsoft.com"
"137","6.437498","192.168.234.2","192.168.234.129","DNS","179","Standard query response 0x9859 A fe3cr.delivery.mp.microsoft.com CNAME fe3.delivery.mp.microsoft.com CNAME glb.cws.prod.dcat.dsp.trafficmanager.net A 13.85.23.206"
"138","6.461401","192.168.234.129","192.168.234.2","DNS","91","Standard query 0x714c A fe3cr.delivery.mp.microsoft.com"
"139","6.465680","192.168.234.2","192.168.234.129","DNS","204","Standard query response 0x714c A fe3cr.delivery.mp.microsoft.com CNAME fe3.delivery.mp.microsoft.com CNAME glb.cws.prod.dcat.dsp.trafficmanager.net A 13.85.23.206"
"145","6.535317","192.168.234.129","192.168.234.2","DNS","101","Standard query 0x74e3 A msedge.b.tlu.dl.delivery.mp.microsoft.com"
"151","6.564429","192.168.234.2","192.168.234.129","DNS","280","Standard query response 0x74e3 A msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME fg.microsoft.map.fastly.net A 151.101.14.172"
"177","7.050328","192.168.234.129","192.168.234.2","DNS","86","Standard query 0x6666 A slscr.update.microsoft.com"
"178","7.078914","192.168.234.2","192.168.234.129","DNS","174","Standard query response 0x6666 A slscr.update.microsoft.com CNAME sls.update.microsoft.com CNAME glb.sls.prod.dcat.dsp.trafficmanager.net A 74.178.240.61"
"179","7.087250","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xdf57 A slscr.update.microsoft.com"
"180","7.090582","192.168.234.2","192.168.234.129","DNS","194","Standard query response 0xdf57 A slscr.update.microsoft.com CNAME sls.update.microsoft.com CNAME glb.sls.prod.dcat.dsp.trafficmanager.net A 74.178.240.61"
"186","7.329217","192.168.234.129","192.168.234.2","DNS","89","Standard query 0xee86 A v10.events.data.microsoft.com"
"187","7.355802","192.168.234.2","192.168.234.129","DNS","229","Standard query response 0xee86 A v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdwus18.westus.cloudapp.azure.com A 20.189.173.28"
"213","7.536844","192.168.234.129","192.168.234.2","DNS","94","Standard query 0xf9f1 A cp801.prod.do.dsp.mp.microsoft.com"
"214","7.537079","192.168.234.129","192.168.234.2","DNS","92","Standard query 0xd861 A geo.prod.do.dsp.mp.microsoft.com"
"215","7.568716","192.168.234.2","192.168.234.129","DNS","179","Standard query response 0xd861 A geo.prod.do.dsp.mp.microsoft.com CNAME geo.prod.do.dsp.trafficmanager.net CNAME array810.prod.do.dsp.mp.microsoft.com A 72.154.7.103"
"217","7.579272","192.168.234.2","192.168.234.129","DNS","242","Standard query response 0xf9f1 A cp801.prod.do.dsp.mp.microsoft.com CNAME cp801.prod.do.dsp.mp.microsoft.com.edgekey.net CNAME e12437.d.akamaiedge.net CNAME user-att-99-77-104-0.e12437.d.akamaiedge.net A 23.47.166.48"
"654","8.130059","192.168.234.129","192.168.234.2","DNS","94","Standard query 0x1334 A kv801.prod.do.dsp.mp.microsoft.com"
"661","8.158149","192.168.234.2","192.168.234.129","DNS","242","Standard query response 0x1334 A kv801.prod.do.dsp.mp.microsoft.com CNAME kv801.prod.do.dsp.mp.microsoft.com.edgekey.net CNAME e12437.d.akamaiedge.net CNAME user-att-99-77-104-0.e12437.d.akamaiedge.net A 23.47.166.48"
"991","30.542517","192.168.234.129","192.168.234.2","DNS","84","Standard query 0xa629 PTR 251.0.0.224.in-addr.arpa"
"992","30.542519","192.168.234.129","192.168.234.2","DNS","86","Standard query 0x6d94 PTR 1.234.168.192.in-addr.arpa"
"993","30.545850","192.168.234.2","192.168.234.129","DNS","86","Standard query response 0x6d94 No such name PTR 1.234.168.192.in-addr.arpa"
"996","30.569724","192.168.234.2","192.168.234.129","DNS","112","Standard query response 0xa629 PTR 251.0.0.224.in-addr.arpa PTR mdns.mcast.net"
"997","30.651395","192.168.234.129","192.168.234.2","DNS","132","Standard query 0xbc11 PTR b.7.f.0.4.b.8.3.a.0.8.7.0.3.d.5.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"998","30.651707","192.168.234.129","192.168.234.2","DNS","132","Standard query 0xc1d6 PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"999","30.656996","192.168.234.2","192.168.234.129","DNS","132","Standard query response 0xbc11 No such name PTR b.7.f.0.4.b.8.3.a.0.8.7.0.3.d.5.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"1002","30.680636","192.168.234.2","192.168.234.129","DNS","208","Standard query response 0xc1d6 No such name PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa SOA b.ip6-servers.arpa"
"1027","31.542965","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xdcf1 PTR 2.234.168.192.in-addr.arpa"
"1028","31.546959","192.168.234.2","192.168.234.129","DNS","86","Standard query response 0xdcf1 No such name PTR 2.234.168.192.in-addr.arpa"
"1030","31.548274","192.168.234.129","192.168.234.2","DNS","132","Standard query 0xd8aa PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"1032","31.551420","192.168.234.129","192.168.234.2","DNS","84","Standard query 0xc2a2 PTR 252.0.0.224.in-addr.arpa"
"1033","31.575933","192.168.234.2","192.168.234.129","DNS","208","Standard query response 0xd8aa No such name PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa SOA b.ip6-servers.arpa"
"1036","31.577831","192.168.234.2","192.168.234.129","DNS","157","Standard query response 0xc2a2 No such name PTR 252.0.0.224.in-addr.arpa SOA sns.dns.icann.org"
"1064","32.556418","192.168.234.129","192.168.234.2","DNS","81","Standard query 0x5e85 A config.edge.skype.com"
"1065","32.568286","192.168.234.129","192.168.234.2","DNS","81","Standard query 0x2232 HTTPS config.edge.skype.com"
"1066","32.568675","192.168.234.129","192.168.234.2","DNS","74","Standard query 0x5457 A www.google.com"
"1067","32.569339","192.168.234.129","192.168.234.2","DNS","74","Standard query 0x51b5 HTTPS www.google.com"
"1068","32.573064","192.168.234.2","192.168.234.129","DNS","170","Standard query response 0x5457 A www.google.com A 64.233.185.104 A 64.233.185.103 A 64.233.185.99 A 64.233.185.106 A 64.233.185.147 A 64.233.185.105"
"1069","32.578244","192.168.234.129","192.168.234.2","DNS","74","Standard query 0x2cfa A www.google.com"
"1072","32.583050","192.168.234.2","192.168.234.129","DNS","170","Standard query response 0x2cfa A www.google.com A 64.233.185.105 A 64.233.185.104 A 64.233.185.103 A 64.233.185.99 A 64.233.185.106 A 64.233.185.147"
"1073","32.595369","192.168.234.2","192.168.234.129","DNS","256","Standard query response 0x5e85 A config.edge.skype.com CNAME config.edge.skype.com.trafficmanager.net CNAME ln-0007.config.skype.com CNAME config-edge-skype.ln-0007.ln-msedge.net CNAME ln-0007.ln-msedge.net A 150.171.22.17"
"1074","32.597361","192.168.234.2","192.168.234.129","DNS","99","Standard query response 0x51b5 HTTPS www.google.com HTTPS"
"1075","32.597361","192.168.234.2","192.168.234.129","DNS","313","Standard query response 0x2232 HTTPS config.edge.skype.com CNAME config.edge.skype.com.trafficmanager.net CNAME ln-0007.config.skype.com CNAME config-edge-skype.ln-0007.ln-msedge.net CNAME ln-0007.ln-msedge.net SOA ns1.ln-msedge.net"
"1100","32.742987","192.168.234.129","192.168.234.2","DNS","76","Standard query 0x4d3d A wpad.localdomain"
"1185","32.977138","192.168.234.129","192.168.234.2","DNS","72","Standard query 0x70a2 A www.bing.com"
"1186","32.977386","192.168.234.129","192.168.234.2","DNS","72","Standard query 0x6836 HTTPS www.bing.com"
"1192","33.007103","192.168.234.2","192.168.234.129","DNS","312","Standard query response 0x6836 HTTPS www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"1193","33.009599","192.168.234.2","192.168.234.129","DNS","282","Standard query response 0x70a2 A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net A 23.53.13.168 A 23.53.13.166 A 23.53.13.164"
"1803","33.555478","192.168.234.129","192.168.234.2","DNS","87","Standard query 0xbc29 PTR 104.185.233.64.in-addr.arpa"
"1804","33.588973","192.168.234.2","192.168.234.129","DNS","121","Standard query response 0xbc29 PTR 104.185.233.64.in-addr.arpa PTR yb-in-f104.1e100.net"
"1805","33.671129","192.168.234.129","192.168.234.2","DNS","86","Standard query 0x0b9f PTR 17.22.171.150.in-addr.arpa"
"1806","33.673311","192.168.234.129","192.168.234.2","DNS","86","Standard query 0x628b PTR 38.246.107.13.in-addr.arpa"
"1807","33.674777","192.168.234.129","192.168.234.2","DNS","84","Standard query 0xfcb9 PTR 98.80.163.3.in-addr.arpa"
"1808","33.676963","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xb850 PTR 10.27.171.150.in-addr.arpa"
"1809","33.677991","192.168.234.129","192.168.234.2","DNS","86","Standard query 0x97a1 PTR 12.28.171.150.in-addr.arpa"
"1810","33.679857","192.168.234.129","192.168.234.2","DNS","87","Standard query 0x7831 PTR 203.197.79.204.in-addr.arpa"
"1811","33.681846","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xdaa7 PTR 11.27.171.150.in-addr.arpa"
"1812","33.686281","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xe35e PTR 11.28.171.150.in-addr.arpa"
"1813","33.693836","192.168.234.129","192.168.234.2","DNS","85","Standard query 0x4a34 PTR 168.13.53.23.in-addr.arpa"
"1814","33.705548","192.168.234.2","192.168.234.129","DNS","195","Standard query response 0x0b9f No such name PTR 17.22.171.150.in-addr.arpa SOA ns1-07.azure-dns.com"
"1815","33.705548","192.168.234.2","192.168.234.129","DNS","194","Standard query response 0x628b No such name PTR 38.246.107.13.in-addr.arpa SOA ns1-07.azure-dns.com"
"1816","33.705548","192.168.234.2","192.168.234.129","DNS","139","Standard query response 0xfcb9 PTR 98.80.163.3.in-addr.arpa PTR server-3-163-80-98.atl58.r.cloudfront.net"
"1817","33.705548","192.168.234.2","192.168.234.129","DNS","195","Standard query response 0xb850 No such name PTR 10.27.171.150.in-addr.arpa SOA ns1-07.azure-dns.com"
"1818","33.705548","192.168.234.2","192.168.234.129","DNS","120","Standard query response 0x7831 PTR 203.197.79.204.in-addr.arpa PTR a-0003.a-msedge.net"
"1819","33.710290","192.168.234.2","192.168.234.129","DNS","195","Standard query response 0xdaa7 No such name PTR 11.27.171.150.in-addr.arpa SOA ns1-07.azure-dns.com"
"1820","33.715108","192.168.234.2","192.168.234.129","DNS","195","Standard query response 0xe35e No such name PTR 11.28.171.150.in-addr.arpa SOA ns1-07.azure-dns.com"
"1821","33.721042","192.168.234.2","192.168.234.129","DNS","149","Standard query response 0x4a34 PTR 168.13.53.23.in-addr.arpa PTR a23-53-13-168.deploy.static.akamaitechnologies.com"
"1822","33.752175","192.168.234.2","192.168.234.129","DNS","195","Standard query response 0x97a1 No such name PTR 12.28.171.150.in-addr.arpa SOA ns1-07.azure-dns.com"
"1823","33.757103","192.168.234.129","192.168.234.2","DNS","76","Standard query 0x4d3d A wpad.localdomain"
"1834","33.789870","192.168.234.2","192.168.234.129","DNS","76","Standard query response 0x4d3d No such name A wpad.localdomain"
"1870","34.769337","192.168.234.2","192.168.234.129","DNS","76","Standard query response 0x4d3d No such name A wpad.localdomain"
"1878","36.378028","192.168.234.129","192.168.234.2","DNS","96","Standard query 0xfc6b A functional.events.data.microsoft.com"
"1879","36.378231","192.168.234.129","192.168.234.2","DNS","96","Standard query 0x5792 HTTPS functional.events.data.microsoft.com"
"1880","36.406330","192.168.234.2","192.168.234.129","DNS","226","Standard query response 0xfc6b A functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdwus18.westus.cloudapp.azure.com A 20.189.173.28"
"1881","36.406330","192.168.234.2","192.168.234.129","DNS","293","Standard query response 0x5792 HTTPS functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdfrc01.francecentral.cloudapp.azure.com SOA ns1-06.azure-dns.com"
"1915","37.605198","192.168.234.129","192.168.234.2","DNS","86","Standard query 0x7cdd PTR 28.173.189.20.in-addr.arpa"
"1916","37.633633","192.168.234.2","192.168.234.129","DNS","175","Standard query response 0x7cdd No such name PTR 28.173.189.20.in-addr.arpa SOA ns1-02.azure-dns.com"
"1926","39.839306","192.168.234.129","192.168.234.2","DNS","83","Standard query 0x509f A ctldl.windowsupdate.com"
"1927","39.869794","192.168.234.2","192.168.234.129","DNS","235","Standard query response 0x509f A ctldl.windowsupdate.com CNAME ctldl.windowsupdate.com.delivery.microsoft.com CNAME wu-b-net.trafficmanager.net CNAME cl-glcb907925.gcdn.co A 92.223.118.254"
"1934","40.000494","192.168.234.129","192.168.234.2","DNS","70","Standard query 0x1d8e A c.pki.goog"
"1935","40.029633","192.168.234.2","192.168.234.129","DNS","121","Standard query response 0x1d8e A c.pki.goog CNAME pki-goog.l.google.com A 64.233.185.94"
"1972","40.841836","192.168.234.129","192.168.234.2","DNS","87","Standard query 0x8ab5 PTR 254.118.223.92.in-addr.arpa"
"1973","40.843162","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xc470 PTR 94.185.233.64.in-addr.arpa"
"1974","40.844824","192.168.234.129","192.168.234.2","DNS","86","Standard query 0xdba3 PTR 160.166.47.23.in-addr.arpa"
"1975","40.869830","192.168.234.2","192.168.234.129","DNS","161","Standard query response 0x8ab5 No such name PTR 254.118.223.92.in-addr.arpa SOA ns1.gcorelabs.net"
"1976","40.872630","192.168.234.2","192.168.234.129","DNS","119","Standard query response 0xc470 PTR 94.185.233.64.in-addr.arpa PTR yb-in-f94.1e100.net"
"1977","40.872630","192.168.234.2","192.168.234.129","DNS","151","Standard query response 0xdba3 PTR 160.166.47.23.in-addr.arpa PTR a23-47-166-160.deploy.static.akamaitechnologies.com"
"1978","57.514897","192.168.234.129","192.168.234.2","DNS","76","Standard query 0x354e A wpad.localdomain"
"1979","57.515089","192.168.234.129","192.168.234.2","DNS","76","Standard query 0xefb4 A wpad.localdomain"
"2001","58.529737","192.168.234.129","192.168.234.2","DNS","76","Standard query 0xefb4 A wpad.localdomain"
"2002","58.529745","192.168.234.129","192.168.234.2","DNS","76","Standard query 0x354e A wpad.localdomain"
"2006","58.530858","192.168.234.2","192.168.234.129","DNS","76","Standard query response 0x354e No such name A wpad.localdomain"
"2007","58.530858","192.168.234.2","192.168.234.129","DNS","76","Standard query response 0xefb4 No such name A wpad.localdomain"
"2032","59.551766","192.168.234.2","192.168.234.129","DNS","76","Standard query response 0x354e No such name A wpad.localdomain"
"2033","59.551766","192.168.234.2","192.168.234.129","DNS","76","Standard query response 0xefb4 No such name A wpad.localdomain"
"2061","75.016882","192.168.234.129","192.168.234.2","DNS","72","Standard query 0x694a A www.bing.com"
"2062","75.017214","192.168.234.129","192.168.234.2","DNS","72","Standard query 0x7d89 HTTPS www.bing.com"
"2063","75.024571","192.168.234.129","192.168.234.2","DNS","76","Standard query 0xbc91 A wpad.localdomain"
"2070","75.051829","192.168.234.2","192.168.234.129","DNS","282","Standard query response 0x694a A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net A 23.53.13.164 A 23.53.13.168 A 23.53.13.166"
"2071","75.057996","192.168.234.2","192.168.234.129","DNS","312","Standard query response 0x7d89 HTTPS www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"2109","75.324914","192.168.234.129","192.168.234.2","DNS","79","Standard query 0x2afa A aefd.nelreports.net"
"2110","75.325177","192.168.234.129","192.168.234.2","DNS","79","Standard query 0x3f7a HTTPS aefd.nelreports.net"
"2129","75.360888","192.168.234.2","192.168.234.129","DNS","272","Standard query response 0x3f7a HTTPS aefd.nelreports.net CNAME aefd.nelreports.net.akamaized.net CNAME a1851.dscg2.akamai.net CNAME user-att-99-77-104-0.a1851.dscg2.akamai.net SOA n0dscg2.akamai.net"
"2160","75.418017","192.168.234.2","192.168.234.129","DNS","229","Standard query response 0x2afa A aefd.nelreports.net CNAME aefd.nelreports.net.akamaized.net CNAME a1851.dscg2.akamai.net CNAME user-att-99-77-104-0.a1851.dscg2.akamai.net A 23.49.5.144 A 23.49.5.140"
"2169","75.446249","192.168.234.129","192.168.234.2","DNS","72","Standard query 0x3e0b A www.bing.com"
"2170","75.448260","192.168.234.129","192.168.234.2","DNS","71","Standard query 0xae7b A th.bing.com"
"2171","75.448555","192.168.234.129","192.168.234.2","DNS","71","Standard query 0xbc66 HTTPS th.bing.com"
"2172","75.449941","192.168.234.2","192.168.234.129","DNS","308","Standard query response 0x3e0b A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net A 23.53.13.164 A 23.53.13.168 A 23.53.13.166"
"2176","75.475087","192.168.234.2","192.168.234.129","DNS","307","Standard query response 0xbc66 HTTPS th.bing.com CNAME p-th.bing.com.trafficmanager.net CNAME th.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"2177","75.475087","192.168.234.2","192.168.234.129","DNS","277","Standard query response 0xae7b A th.bing.com CNAME p-th.bing.com.trafficmanager.net CNAME th.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net CNAME user-att-99-77-104-0.e86303.dscx.akamaiedge.net A 23.53.13.164 A 23.53.13.166 A 23.53.13.168"
"2319","76.029097","192.168.234.129","192.168.234.2","DNS","85","Standard query 0x4174 PTR 164.13.53.23.in-addr.arpa"
"2320","76.034310","192.168.234.129","192.168.234.2","DNS","84","Standard query 0xf6dc PTR 144.5.49.23.in-addr.arpa"
"2321","76.036022","192.168.234.129","192.168.234.2","DNS","76","Standard query 0xbc91 A wpad.localdomain"
"2330","76.040390","192.168.234.2","192.168.234.129","DNS","76","Standard query response 0xbc91 No such name A wpad.localdomain"
"2333","76.056041","192.168.234.2","192.168.234.129","DNS","149","Standard query response 0x4174 PTR 164.13.53.23.in-addr.arpa PTR a23-53-13-164.deploy.static.akamaitechnologies.com"
"2334","76.061360","192.168.234.2","192.168.234.129","DNS","147","Standard query response 0xf6dc PTR 144.5.49.23.in-addr.arpa PTR a23-49-5-144.deploy.static.akamaitechnologies.com"
"2341","77.045140","192.168.234.2","192.168.234.129","DNS","76","Standard query response 0xbc91 No such name A wpad.localdomain"
"2344","79.611388","192.168.234.129","192.168.234.2","DNS","74","Standard query 0xedda A login.live.com"
"2345","79.641448","192.168.234.2","192.168.234.129","DNS","416","Standard query response 0xedda A login.live.com CNAME login.msa.msidentity.com CNAME www.tm.lg.prod.aadmsa.akadns.net CNAME www.a.lg.prod.aadmsa.akadns.net CNAME prdv4a.aadg.msidentity.com CNAME www.tm.v4.a.prd.aadg.akadns.net A 20.190.135.2 A 20.190.135.3 A 40.126.28.22 A 20.190.135.7 A 40.126.7.32 A 20.190.135.17 A 40.126.7.35 A 20.190.135.16"
"2395","80.099284","192.168.234.129","192.168.234.2","DNS","85","Standard query 0x7a85 A fd.api.iris.microsoft.com"
"2396","80.126367","192.168.234.2","192.168.234.129","DNS","211","Standard query response 0x7a85 A fd.api.iris.microsoft.com CNAME fd-api-iris.trafficmanager.net CNAME iris-de-prod-azsc-v2-eus2.eastus2.cloudapp.azure.com A 20.96.153.111"
"2536","80.617611","192.168.234.129","192.168.234.2","DNS","85","Standard query 0x6a76 PTR 2.135.190.20.in-addr.arpa"
"2537","80.620584","192.168.234.129","192.168.234.2","DNS","86","Standard query 0x7b74 PTR 111.153.96.20.in-addr.arpa"
"2540","80.646526","192.168.234.2","192.168.234.129","DNS","162","Standard query response 0x6a76 No such name PTR 2.135.190.20.in-addr.arpa SOA ns1-201.azure-dns.com"
"2541","80.646526","192.168.234.2","192.168.234.129","DNS","175","Standard query response 0x7b74 No such name PTR 111.153.96.20.in-addr.arpa SOA ns1-05.azure-dns.com"
"2545","83.389738","192.168.234.129","192.168.234.2","DNS","76","Standard query 0x6c8f A orphanageatd.org"
"2546","83.390290","192.168.234.129","192.168.234.2","DNS","76","Standard query 0xd644 HTTPS orphanageatd.org"
"2547","83.403138","192.168.234.129","192.168.234.2","DNS","76","Standard query 0x94b2 A orphanageatd.org"
"2548","83.403837","192.168.234.129","192.168.234.2","DNS","74","Standard query 0x90ad A www.google.com"
"2549","83.408585","192.168.234.2","192.168.234.129","DNS","170","Standard query response 0x90ad A www.google.com A 64.233.185.147 A 64.233.185.105 A 64.233.185.104 A 64.233.185.103 A 64.233.185.99 A 64.233.185.106"
"2550","83.505884","192.168.234.2","192.168.234.129","DNS","157","Standard query response 0xd644 HTTPS orphanageatd.org SOA ns123.webhostingworld.net"
"2551","83.505884","192.168.234.2","192.168.234.129","DNS","92","Standard query response 0x6c8f A orphanageatd.org A 184.154.115.26"
"2552","83.505884","192.168.234.2","192.168.234.129","DNS","92","Standard query response 0x94b2 A orphanageatd.org A 184.154.115.26"
"2555","83.521950","192.168.234.129","192.168.234.2","DNS","94","Standard query 0x372f A nav-edge.smartscreen.microsoft.com"
"2556","83.522214","192.168.234.129","192.168.234.2","DNS","94","Standard query 0xd87d HTTPS nav-edge.smartscreen.microsoft.com"
"2557","83.552081","192.168.234.2","192.168.234.129","DNS","274","Standard query response 0xd87d HTTPS nav-edge.smartscreen.microsoft.com CNAME prod-atm-wds-edge.trafficmanager.net CNAME prod-agic-wu-2.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"2558","83.552081","192.168.234.2","192.168.234.129","DNS","216","Standard query response 0x372f A nav-edge.smartscreen.microsoft.com CNAME prod-atm-wds-edge.trafficmanager.net CNAME prod-agic-eu2-1.eastus2.cloudapp.azure.com A 4.153.29.52"
"2620","83.778983","192.168.234.129","192.168.234.2","DNS","93","Standard query 0x446c A dl-edge.smartscreen.microsoft.com"
"2621","83.779284","192.168.234.129","192.168.234.2","DNS","93","Standard query 0x8c21 HTTPS dl-edge.smartscreen.microsoft.com"
"2647","83.807046","192.168.234.2","192.168.234.129","DNS","216","Standard query response 0x446c A dl-edge.smartscreen.microsoft.com CNAME prod-atm-wds-edge.trafficmanager.net CNAME prod-agic-cu-3.centralus.cloudapp.azure.com A 4.150.155.223"
"2648","83.807046","192.168.234.2","192.168.234.129","DNS","282","Standard query response 0x8c21 HTTPS dl-edge.smartscreen.microsoft.com CNAME prod-atm-wds-edge.trafficmanager.net CNAME prod-agic-ncu-4.northcentralus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"7832","84.672829","192.168.234.129","192.168.234.2","DNS","87","Standard query 0x88c7 PTR 26.115.154.184.in-addr.arpa"
"8353","84.713434","192.168.234.129","192.168.234.2","DNS","84","Standard query 0x7c89 PTR 52.29.153.4.in-addr.arpa"
"8797","84.735446","192.168.234.129","192.168.234.2","DNS","86","Standard query 0x86cb PTR 223.155.150.4.in-addr.arpa"
